"tripdate","time","temperature","wind_speed","wind_degree","wind_dir","weather_code","weather_descriptions","precip","humidity","visibility","pressure","cloudcover","heatindex","dewpoint","windchill","windgust","feelslike","uv_index","totalsnow","avgtemp"
"2015-04-10","900","6","27","276","W","113","Sunny","0","75","10","1011","3","6","2","2","40","2","3","0","8"
"2015-04-11","900","8","15","247","WSW","113","Sunny","0","69","10","1025","4","8","3","6","26","6","3","0","9"
"2015-04-12","900","11","27","177","S","113","Sunny","0","64","10","1021","11","11","4","8","51","8","4","0","11"
"2015-04-13","900","7","22","138","SE","299","Moderate rain at times","0.4","80","8","1017","65","7","4","4","35","4","2","0","7"
"2015-04-14","900","6","23","109","ESE","176","Patchy rain possible","0.1","85","9","1018","51","6","4","2","36","2","2","0","7"
"2015-04-15","900","9","26","192","SSW","305","Heavy rain at times","0.6","77","9","1016","82","9","5","6","46","6","2","0","9"
"2015-04-16","900","8","12","91","E","296","Light rain","0.8","94","9","1019","90","8","7","6","24","6","2","0","9"
"2015-04-17","900","14","10","254","WSW","113","Sunny","0","64","10","1020","22","14","7","14","22","14","4","0","14"
"2015-04-18","900","12","13","180","S","113","Sunny","0","72","10","1017","19","12","7","10","24","10","4","0","11"
"2015-04-19","900","11","17","108","ESE","116","Partly cloudy","0","69","10","1008","51","11","6","9","36","9","4","0","12"
"2015-04-20","900","8","42","266","W","122","Overcast","0","82","10","994","100","8","5","3","64","3","2","0","8"
"2015-04-21","900","7","43","269","W","116","Partly cloudy","0","59","10","1004","50","7","-1","2","55","2","3","0","7"
"2015-04-22","900","3","27","294","WNW","116","Partly cloudy","0","70","10","1010","50","3","-2","-3","35","-3","2","0","4"
"2015-04-23","900","5","21","316","NW","113","Sunny","0","61","10","1018","4","5","-2","2","26","2","3","0","6"
"2015-04-24","900","9","10","147","SSE","113","Sunny","0","47","10","1019","14","9","-2","7","16","7","3","0","8"
"2015-04-25","900","7","32","84","E","263","Patchy light drizzle","0.1","85","5","1008","55","7","5","2","48","2","2","0","6"
"2015-04-26","900","6","19","26","NNE","113","Sunny","0","70","10","1016","1","6","0","2","29","2","3","0","6"
"2015-04-27","900","7","24","347","NNW","116","Partly cloudy","0","78","10","1020","26","7","3","3","33","3","3","0","6"
"2015-04-28","900","7","18","144","SE","176","Patchy rain possible","0.1","81","7","1015","67","7","4","5","28","5","2","0","7"
"2015-04-29","900","9","8","42","NE","113","Sunny","0","66","10","1014","10","9","3","8","13","8","3","0","8"
"2015-04-30","900","6","28","9","N","116","Partly cloudy","0","77","10","1015","45","6","3","2","36","2","3","0","6"
"2015-05-01","900","10","12","358","N","113","Sunny","0","68","10","1022","4","10","4","8","20","8","3","0","10"
"2015-05-02","900","15","15","227","SW","113","Sunny","0","51","10","1019","17","15","5","14","33","14","4","0","15"
"2015-05-03","900","17","25","201","SSW","113","Sunny","0","64","10","1015","18","17","10","17","53","17","5","0","17"
"2015-05-04","900","16","12","145","SE","356","Moderate or heavy rain shower","1.4","89","9","1017","84","16","14","15","25","15","4","0","15"
"2015-05-05","900","12","16","71","ENE","353","Light rain shower","0.8","89","10","1023","81","12","10","10","27","10","3","0","12"
"2015-05-06","900","15","5","145","SE","356","Moderate or heavy rain shower","1.6","88","7","1021","18","15","13","15","9","15","3","0","16"
"2015-05-07","900","19","21","177","S","113","Sunny","0","74","10","1017","19","19","14","19","44","19","5","0","20"
"2015-05-08","900","19","18","221","SW","176","Patchy rain possible","0.3","82","9","1014","26","19","16","19","37","19","4","0","18"
"2015-05-09","900","11","23","358","N","119","Cloudy","0","91","10","1018","83","11","9","8","36","8","3","0","11"
"2015-05-10","900","8","23","17","NNE","296","Light rain","0.5","93","9","1016","100","8","7","5","34","5","2","0","10"
"2015-05-11","900","15","25","190","S","302","Moderate rain","1.4","96","7","1010","100","15","15","15","52","15","4","0","16"
"2015-05-12","900","10","35","265","W","116","Partly cloudy","0","70","10","1017","36","10","5","6","49","6","4","0","10"
"2015-05-13","900","7","23","35","NE","113","Sunny","0","75","10","1031","4","7","3","4","28","4","3","0","7"
"2015-05-14","900","11","20","132","SE","116","Partly cloudy","0","79","10","1027","48","11","8","9","34","9","4","0","12"
"2015-05-15","900","17","19","233","SW","119","Cloudy","0","90","10","1015","83","17","15","17","40","17","4","0","17"
"2015-05-16","900","17","9","192","SSW","176","Patchy rain possible","0.1","91","9","1016","40","17","16","17","19","17","4","0","18"
"2015-05-17","900","18","30","158","SSE","353","Light rain shower","0.1","94","10","1014","92","18","17","18","62","18","4","0","19"
"2015-05-18","900","19","24","240","WSW","176","Patchy rain possible","1","84","9","1015","4","19","16","19","51","19","4","0","17"
"2015-05-19","900","9","21","318","NW","116","Partly cloudy","0","70","10","1023","38","9","4","6","30","6","3","0","9"
"2015-05-20","900","7","16","62","ENE","116","Partly cloudy","0","62","10","1024","54","7","1","4","23","4","3","0","6"
"2015-05-21","900","9","14","280","W","119","Cloudy","0","69","10","1019","34","10","4","8","24","8","2","0","11"
"2015-05-22","900","12","16","56","ENE","113","Sunny","0","66","10","1023","0","12","6","10","28","10","4","0","11"
"2015-05-23","900","15","16","157","SSE","113","Sunny","0","60","10","1027","5","15","8","15","33","15","5","0","16"
"2015-05-24","900","16","18","135","SE","119","Cloudy","0","70","10","1021","75","16","10","16","37","16","4","0","17"
"2015-05-25","900","18","39","215","SW","353","Light rain shower","0.6","84","10","1011","76","18","16","18","80","18","4","0","19"
"2015-05-26","900","18","26","161","SSE","266","Light drizzle","0.1","95","2","1013","100","18","17","18","55","18","4","0","18"
"2015-05-27","900","18","31","246","WSW","176","Patchy rain possible","0.2","80","9","1014","42","18","14","18","60","18","4","0","18"
"2015-05-28","900","18","13","149","SSE","113","Sunny","0","64","10","1023","0","18","11","18","27","18","5","0","19"
"2015-05-29","900","20","22","191","S","176","Patchy rain possible","0.5","78","9","1016","35","20","16","20","45","20","5","0","21"
"2015-05-30","900","15","12","9","N","302","Moderate rain","2.9","96","7","1015","100","15","15","15","22","15","4","0","12"
"2015-05-31","900","9","36","25","NNE","122","Overcast","0","85","10","1021","92","9","7","5","49","5","2","0","9"
"2015-06-01","900","10","20","44","NE","113","Sunny","0","71","10","1024","4","10","5","7","25","7","3","0","10"
"2015-06-02","900","15","4","65","ENE","113","Sunny","0","75","10","1022","0","15","11","16","4","16","5","0","14"
"2015-06-03","900","15","13","156","SSE","113","Sunny","0","78","10","1018","7","15","11","15","24","15","5","0","16"
"2015-06-04","900","18","18","196","SSW","116","Partly cloudy","0","78","10","1016","53","18","14","18","37","18","5","0","19"
"2015-06-05","900","13","28","15","NNE","116","Partly cloudy","0","89","10","1019","46","13","11","10","41","10","4","0","12"
"2015-06-06","900","14","18","59","ENE","113","Sunny","0","83","10","1021","6","14","12","13","27","13","4","0","15"
"2015-06-07","900","19","35","201","SSW","263","Patchy light drizzle","0.1","85","5","1008","55","19","16","19","74","19","4","0","21"
"2015-06-08","900","20","19","260","W","113","Sunny","0","75","10","1006","4","20","15","20","39","20","5","0","20"
"2015-06-09","900","19","13","270","W","113","Sunny","0","68","10","1010","7","19","13","19","27","19","5","0","20"
"2015-06-10","900","23","31","255","WSW","356","Moderate or heavy rain shower","1.5","78","7","1006","8","25","19","23","66","25","5","0","22"
"2015-06-11","900","19","13","70","ENE","356","Moderate or heavy rain shower","2.1","87","7","1011","37","19","16","19","25","19","4","0","18"
"2015-06-12","900","18","13","340","NNW","353","Light rain shower","0.6","92","10","1009","74","18","17","18","23","18","4","0","16"
"2015-06-13","900","19","10","209","SSW","356","Moderate or heavy rain shower","2","92","7","1014","68","19","18","19","22","19","4","0","19"
"2015-06-14","900","20","24","231","SW","266","Light drizzle","0.3","94","2","1013","89","20","19","20","51","20","5","0","21"
"2015-06-15","900","20","8","227","SW","356","Moderate or heavy rain shower","1.3","90","9","1014","60","21","18","20","16","20","4","0","20"
"2015-06-16","900","16","19","12","NNE","113","Sunny","0","88","10","1020","3","16","14","16","31","16","5","0","15"
"2015-06-17","900","15","12","65","ENE","116","Partly cloudy","0","82","10","1017","34","15","12","14","23","14","4","0","16"
"2015-06-18","900","22","24","231","SW","356","Moderate or heavy rain shower","2.7","86","7","1013","10","25","19","22","49","22","5","0","21"
"2015-06-19","900","15","23","32","NNE","113","Sunny","0","81","10","1018","6","15","11","13","32","13","4","0","15"
"2015-06-20","900","17","8","108","ESE","119","Cloudy","0","87","10","1012","42","17","15","17","15","17","4","0","19"
"2015-06-21","900","20","12","285","WNW","113","Sunny","0","88","10","1012","18","20","18","20","25","20","6","0","22"
"2015-06-22","900","22","26","176","S","353","Light rain shower","0.7","93","10","1012","61","24","21","22","54","22","5","0","23"
"2015-06-23","900","18","21","348","NNW","113","Sunny","0","74","10","1016","0","18","13","18","36","18","5","0","19"
"2015-06-24","900","21","6","179","S","113","Sunny","0","70","10","1021","15","21","15","21","10","21","6","0","21"
"2015-06-25","900","21","8","206","SSW","356","Moderate or heavy rain shower","2.3","89","7","1014","27","24","20","21","14","21","5","0","20"
"2015-06-26","900","19","15","82","E","116","Partly cloudy","0","86","10","1015","41","19","16","19","22","19","5","0","18"
"2015-06-27","900","17","25","17","NNE","113","Sunny","0","80","10","1014","9","17","14","17","32","17","5","0","18"
"2015-06-28","900","20","10","159","SSE","113","Sunny","0","67","10","1013","9","20","14","20","14","20","6","0","21"
"2015-06-29","900","19","5","120","ESE","119","Cloudy","0","89","10","1009","68","19","17","19","7","19","4","0","19"
"2015-06-30","900","20","12","300","WNW","113","Sunny","0","80","10","1009","8","20","16","20","16","20","5","0","19"
"2015-07-01","900","16","12","29","NNE","116","Partly cloudy","0","79","10","1014","56","16","12","16","14","16","5","0","16"
"2015-07-02","900","16","22","48","NE","116","Partly cloudy","0","83","10","1015","29","16","13","16","25","16","5","0","16"
"2015-07-03","900","19","10","98","E","113","Sunny","0","75","10","1014","7","19","14","19","13","19","5","0","19"
"2015-07-04","900","22","2","343","NNW","113","Sunny","0","73","10","1015","3","24","16","22","3","22","6","0","22"
"2015-07-05","900","24","6","171","S","113","Sunny","0","70","10","1018","0","26","18","24","7","26","6","0","24"
"2015-07-06","900","24","22","185","S","113","Sunny","0","79","10","1015","2","26","20","24","35","26","6","0","24"
"2015-07-07","900","16","38","15","NNE","176","Patchy rain possible","0.2","81","9","1014","14","16","13","16","45","16","4","0","17"
"2015-07-08","900","17","14","87","E","113","Sunny","0","76","10","1019","15","17","13","17","20","17","5","0","17"
"2015-07-09","900","16","20","335","NNW","356","Moderate or heavy rain shower","1.5","94","7","1015","100","16","15","16","32","16","4","0","18"
"2015-07-10","900","20","9","103","ESE","113","Sunny","0","70","10","1020","11","20","14","20","12","20","6","0","21"
"2015-07-11","900","22","10","188","S","113","Sunny","0","74","10","1021","25","25","17","22","15","25","6","0","22"
"2015-07-12","900","21","6","95","E","116","Partly cloudy","0","88","10","1016","49","21","19","21","9","21","6","0","22"
"2015-07-13","900","24","23","221","SW","200","Thundery outbreaks possible","0","92","9","1006","44","26","22","24","36","26","5","0","25"
"2015-07-14","900","23","24","319","NW","176","Patchy rain possible","0.3","78","9","1003","35","25","19","23","37","25","5","0","21"
"2015-07-15","900","18","14","29","NNE","113","Sunny","0","76","10","1015","2","20","14","19","19","19","5","0","19"
"2015-07-16","900","19","19","156","SSE","176","Patchy rain possible","0.2","92","9","1016","37","19","17","19","35","19","4","0","21"
"2015-07-17","900","25","18","237","WSW","116","Partly cloudy","0","89","10","1009","28","28","23","25","30","28","7","0","26"
"2015-07-18","900","26","20","211","SSW","386","Patchy light rain with thunder","0.7","91","10","1010","33","29","24","26","34","29","6","0","26"
"2015-07-19","900","25","13","336","NNW","176","Patchy rain possible","0.4","82","9","1012","3","27","22","25","21","27","5","0","25"
"2015-07-20","900","24","13","255","WSW","113","Sunny","0","69","10","1010","6","25","17","24","20","25","6","0","24"
"2015-07-21","900","21","13","21","NNE","113","Sunny","0","73","10","1011","6","23","17","22","19","22","6","0","22"
"2015-07-22","900","23","2","341","NNW","116","Partly cloudy","0","70","10","1014","35","25","17","23","3","25","6","0","23"
"2015-07-23","900","24","0","85","E","113","Sunny","0","69","10","1016","10","25","18","24","1","25","6","0","24"
"2015-07-24","900","25","14","190","S","113","Sunny","0","65","10","1016","6","26","18","25","21","26","6","0","25"
"2015-07-25","900","25","13","270","W","113","Sunny","0","83","10","1013","23","28","22","25","20","28","7","0","25"
"2015-07-26","900","23","12","111","ESE","113","Sunny","0","77","10","1014","21","25","19","23","18","25","6","0","24"
"2015-07-27","900","24","17","102","ESE","113","Sunny","0","76","10","1016","6","26","20","24","27","26","6","0","25"
"2015-07-28","900","26","15","142","SE","113","Sunny","0","69","10","1015","15","27","20","26","23","27","7","0","26"
"2015-07-29","900","25","20","321","NW","113","Sunny","0","84","10","1013","20","27","22","25","28","27","7","0","26"
"2015-07-30","900","24","19","282","WNW","113","Sunny","0","64","10","1017","0","25","16","24","26","25","6","0","25"
"2015-07-31","900","25","22","268","W","113","Sunny","0","63","10","1015","6","26","17","25","31","26","6","0","25"
"2015-08-01","900","24","15","278","W","113","Sunny","0","58","10","1015","3","25","15","24","20","25","6","0","24"
"2015-08-02","900","26","32","235","SW","113","Sunny","0","76","10","1010","0","29","22","26","45","29","7","0","27"
"2015-08-03","900","23","22","319","NW","113","Sunny","0","72","10","1010","0","25","18","23","27","25","6","0","23"
"2015-08-04","900","23","14","257","WSW","113","Sunny","0","56","10","1014","4","25","14","23","18","25","6","0","23"
"2015-08-05","900","24","2","101","ESE","113","Sunny","0","58","10","1017","3","26","15","24","2","26","6","0","23"
"2015-08-06","900","23","18","105","ESE","113","Sunny","0","74","10","1014","5","25","18","23","23","25","6","0","23"
"2015-08-07","900","23","14","163","SSE","113","Sunny","0","64","10","1013","14","25","15","23","18","25","6","0","23"
"2015-08-08","900","24","12","292","WNW","113","Sunny","0","79","10","1013","21","26","20","24","15","26","6","0","24"
"2015-08-09","900","22","7","177","S","263","Patchy light drizzle","0.3","89","5","1014","63","25","20","22","10","25","5","0","22"
"2015-08-10","900","24","13","349","NNW","176","Patchy rain possible","0.4","83","9","1010","14","26","21","24","17","26","5","0","24"
"2015-08-11","900","23","12","23","NNE","113","Sunny","0.2","73","10","1016","8","25","18","23","15","25","6","0","22"
"2015-08-12","900","22","12","36","NE","116","Partly cloudy","0","76","10","1021","42","24","17","22","15","22","6","0","22"
"2015-08-13","900","24","19","240","WSW","113","Sunny","0","65","10","1019","6","26","17","24","25","26","6","0","25"
"2015-08-14","900","25","18","261","W","113","Sunny","0","75","10","1019","15","26","20","25","24","26","6","0","26"
"2015-08-15","900","25","11","279","W","113","Sunny","0","71","10","1020","7","27","19","25","14","27","7","0","26"
"2015-08-16","900","26","14","218","SW","113","Sunny","0","72","10","1020","4","28","21","26","20","28","7","0","27"
"2015-08-17","900","26","17","216","SW","113","Sunny","0","72","10","1017","4","28","20","26","24","28","7","0","25"
"2015-08-18","900","23","19","201","SSW","356","Moderate or heavy rain shower","1.6","84","7","1011","33","26","21","23","32","26","5","0","24"
"2015-08-19","900","22","32","233","SW","263","Patchy light drizzle","0.1","90","5","1005","67","25","20","22","42","25","5","0","22"
"2015-08-20","900","18","40","264","W","116","Partly cloudy","0","73","10","1010","32","18","13","18","47","18","5","0","19"
"2015-08-21","900","23","15","184","S","113","Sunny","0","49","10","1019","20","25","11","23","19","25","6","0","23"
"2015-08-22","900","22","18","171","S","113","Sunny","0","61","10","1020","9","25","14","22","25","25","6","0","22"
"2015-08-23","900","22","28","223","SW","356","Moderate or heavy rain shower","1.8","90","7","1011","92","24","20","22","49","22","5","0","21"
"2015-08-24","900","18","30","264","W","113","Sunny","0","61","10","1013","4","18","11","18","35","18","5","0","19"
"2015-08-25","900","17","19","309","NW","116","Partly cloudy","0","65","10","1016","36","17","11","17","22","17","5","0","18"
"2015-08-26","900","18","15","336","NNW","116","Partly cloudy","0","67","10","1020","55","18","11","18","19","18","5","0","18"
"2015-08-27","900","18","4","137","SE","113","Sunny","0","69","10","1022","24","18","13","18","5","18","5","0","19"
"2015-08-28","900","21","13","213","SSW","116","Partly cloudy","0","79","10","1020","28","21","17","21","17","21","6","0","21"
"2015-08-29","900","19","18","138","SE","296","Light rain","1","84","9","1017","100","19","17","19","26","19","4","0","20"
"2015-08-30","900","20","6","25","NNE","119","Cloudy","0","90","10","1017","68","20","18","20","8","20","5","0","20"
"2015-08-31","900","24","4","223","SW","113","Sunny","0","70","10","1018","0","25","18","24","5","25","6","0","23"
"2015-09-01","900","22","16","159","SSE","305","Heavy rain at times","0.7","79","9","1017","78","24","18","22","24","22","5","0","22"
"2015-09-02","900","25","12","229","SW","176","Patchy rain possible","0.4","78","9","1017","4","27","21","25","19","27","6","0","26"
"2015-09-03","900","25","18","240","WSW","113","Sunny","0","75","10","1013","16","27","21","25","29","27","7","0","26"
"2015-09-04","900","24","11","124","ESE","356","Moderate or heavy rain shower","0.7","77","9","1016","16","26","20","25","19","26","5","0","23"
"2015-09-05","900","20","19","181","S","176","Patchy rain possible","0.1","77","9","1017","73","21","16","20","27","20","5","0","21"
"2015-09-06","900","24","14","178","S","299","Moderate rain at times","0.2","68","10","1018","40","26","18","25","25","26","5","0","26"
"2015-09-07","900","23","19","209","SSW","113","Sunny","0","81","10","1015","23","26","20","24","39","26","6","0","24"
"2015-09-08","900","25","25","217","SW","176","Patchy rain possible","0.2","77","9","1012","46","27","21","25","38","27","6","0","25"
"2015-09-09","900","21","17","21","NNE","113","Sunny","0","83","10","1015","12","24","18","21","23","21","6","0","21"
"2015-09-10","900","21","13","202","SSW","116","Partly cloudy","0","68","10","1014","43","21","15","21","17","21","6","0","21"
"2015-09-11","900","17","9","44","NE","299","Moderate rain at times","1.9","83","8","1015","50","17","14","17","12","17","4","0","17"
"2015-09-12","900","15","21","5","N","353","Light rain shower","0.9","73","10","1017","70","15","10","13","29","13","3","0","15"
"2015-09-13","900","16","19","298","WNW","113","Sunny","0","61","10","1017","14","16","9","16","24","16","5","0","17"
"2015-09-14","900","19","33","198","SSW","116","Partly cloudy","0","60","10","1018","30","19","11","19","42","19","5","0","20"
"2015-09-15","900","21","24","192","SSW","176","Patchy rain possible","0.2","61","9","1023","14","21","13","21","36","21","5","0","22"
"2015-09-16","900","19","17","150","SSE","113","Sunny","0","59","10","1022","20","19","11","19","31","19","5","0","19"
"2015-09-17","900","19","12","203","SSW","176","Patchy rain possible","0","74","10","1019","84","20","14","19","15","19","4","0","20"
"2015-09-18","900","18","14","204","SSW","299","Moderate rain at times","0.4","76","9","1019","72","19","14","18","18","18","4","0","18"
"2015-09-19","900","19","16","190","S","305","Heavy rain at times","0.6","75","8","1018","80","19","14","19","23","19","4","0","19"
"2015-09-20","900","19","14","127","SE","176","Patchy rain possible","0.1","65","10","1019","52","20","12","19","22","19","4","0","19"
"2015-09-21","900","17","13","161","SSE","113","Sunny","0","66","10","1021","4","17","11","17","16","17","5","0","18"
"2015-09-22","900","19","12","157","SSE","113","Sunny","0","61","10","1022","1","20","11","19","21","19","5","0","20"
"2015-09-23","900","20","11","151","SSE","113","Sunny","0","56","10","1025","5","20","11","20","16","20","6","0","20"
"2015-09-24","900","19","14","105","ESE","113","Sunny","0","74","10","1025","2","19","14","19","19","19","5","0","19"
"2015-09-25","900","20","17","60","ENE","113","Sunny","0","72","10","1023","12","20","14","20","23","20","5","0","19"
"2015-09-26","900","20","17","108","ESE","116","Partly cloudy","0","70","10","1024","56","20","14","20","22","20","5","0","20"
"2015-09-27","900","19","15","165","SSE","122","Overcast","0","89","10","1019","89","19","17","19","21","19","4","0","20"
"2015-09-28","900","21","16","197","SSW","176","Patchy rain possible","0.1","85","9","1016","30","21","18","21","24","21","5","0","21"
"2015-09-29","900","18","40","25","NNE","122","Overcast","0","84","10","1016","100","18","15","18","54","18","4","0","17"
"2015-09-30","900","15","36","42","NE","113","Sunny","0","65","10","1022","16","15","9","13","43","13","5","0","15"
"2015-10-01","900","13","35","57","ENE","116","Partly cloudy","0","69","10","1026","41","13","8","11","44","11","4","0","14"
"2015-10-02","900","13","43","57","ENE","113","Sunny","0","59","10","1027","4","13","5","10","54","10","4","0","14"
"2015-10-03","900","11","44","69","ENE","116","Partly cloudy","0","68","10","1022","47","11","5","7","54","7","4","0","11"
"2015-10-04","900","12","23","52","NE","266","Light drizzle","0.1","87","2","1022","100","12","10","9","31","9","3","0","13"
"2015-10-05","900","14","10","52","NE","122","Overcast","0","87","10","1022","90","14","12","14","14","14","3","0","15"
"2015-10-06","900","15","9","351","N","122","Overcast","0","84","10","1021","96","15","13","15","12","15","4","0","16"
"2015-10-07","900","17","8","358","N","116","Partly cloudy","0","76","10","1020","45","17","13","17","11","17","5","0","17"
"2015-10-08","900","18","23","194","SSW","113","Sunny","0","75","10","1016","17","18","13","18","36","18","5","0","19"
"2015-10-09","900","14","28","351","N","119","Cloudy","0","78","10","1020","75","14","10","11","37","11","3","0","13"
"2015-10-10","900","13","12","201","SSW","113","Sunny","0","65","10","1022","2","13","6","12","14","12","4","0","14"
"2015-10-11","900","16","29","221","SW","113","Sunny","0","60","10","1010","3","16","8","16","41","16","5","0","18"
"2015-10-12","900","18","24","267","W","113","Sunny","0","73","10","1000","7","18","14","18","35","18","5","0","18"
"2015-10-13","900","12","27","302","WNW","116","Partly cloudy","0","69","10","1006","54","12","7","9","32","9","4","0","13"
"2015-10-14","900","11","17","324","NW","113","Sunny","0","68","10","1016","0","11","5","9","21","9","4","0","12"
"2015-10-15","900","14","30","243","WSW","116","Partly cloudy","0","46","10","1015","55","14","2","11","46","11","4","0","15"
"2015-10-16","900","9","31","326","NW","113","Sunny","0","62","10","1025","0","9","2","5","37","5","3","0","9"
"2015-10-17","900","6","26","340","NNW","113","Sunny","0","48","10","1031","4","6","-4","2","31","2","3","0","7"
"2015-10-18","900","9","14","304","WNW","113","Sunny","0","48","10","1032","3","9","-2","6","19","6","3","0","10"
"2015-10-19","900","13","47","209","SSW","113","Sunny","0","40","10","1021","7","13","-1","10","68","10","4","0","16"
"2015-10-20","900","16","32","217","SW","113","Sunny","0","46","10","1019","16","16","4","16","50","16","5","0","18"
"2015-10-21","900","17","28","212","SSW","176","Patchy rain possible","0.4","55","9","1019","30","17","8","17","46","17","4","0","19"
"2015-10-22","900","13","16","7","N","116","Partly cloudy","0","67","10","1025","44","13","7","12","21","12","4","0","13"
"2015-10-23","900","11","24","129","SE","116","Partly cloudy","0","69","10","1024","39","11","5","8","37","8","4","0","11"
"2015-10-24","900","10","19","250","WSW","305","Heavy rain at times","0.6","79","8","1016","56","10","7","8","25","8","3","0","11"
"2015-10-25","900","13","4","304","WNW","113","Sunny","0","68","10","1028","0","13","8","14","5","14","4","0","13"
"2015-10-26","900","11","17","125","SE","113","Sunny","0","61","10","1030","2","11","4","9","23","9","4","0","12"
"2015-10-27","900","12","29","108","ESE","116","Partly cloudy","0","65","10","1023","38","12","6","10","39","10","4","0","12"
"2015-10-28","900","14","29","222","SW","353","Light rain shower","0.3","92","10","996","100","14","12","11","42","11","3","0","12"
"2015-10-29","900","5","46","259","WSW","116","Partly cloudy","0","65","10","1004","28","5","-1","-1","53","-1","3","0","7"
"2015-10-30","900","9","8","268","W","113","Sunny","0","82","10","1020","6","9","6","8","9","8","3","0","10"
"2015-10-31","900","8","34","158","SSE","296","Light rain","0.8","87","9","1012","92","8","6","4","46","4","2","0","9"
"2015-11-01","900","11","31","278","W","113","Sunny","0","68","10","1012","0","11","5","8","42","8","4","0","12"
"2015-11-02","900","14","26","211","SSW","113","Sunny","0","51","10","1015","8","14","4","12","46","12","4","0","15"
"2015-11-03","900","14","12","217","SW","113","Sunny","0","66","10","1020","3","14","8","13","21","13","4","0","15"
"2015-11-04","900","14","19","205","SSW","113","Sunny","0","82","10","1020","0","14","11","13","31","13","4","0","16"
"2015-11-05","900","16","25","199","SSW","113","Sunny","0","87","10","1016","24","16","14","16","44","16","5","0","18"
"2015-11-06","900","9","34","281","WNW","113","Sunny","0","73","10","1015","11","9","4","5","44","5","3","0","10"
"2015-11-07","900","8","19","276","W","113","Sunny","0","61","10","1026","6","8","1","4","27","4","3","0","8"
"2015-11-08","900","7","12","193","SSW","113","Sunny","0","51","10","1031","0","7","-2","5","17","5","3","0","9"
"2015-11-09","900","9","8","158","SSE","113","Sunny","0","57","10","1026","0","9","1","8","9","8","3","0","9"
"2015-11-10","900","9","11","322","NW","113","Sunny","0","57","10","1020","7","9","1","7","16","7","3","0","11"
"2015-11-11","900","10","30","172","S","113","Sunny","0","62","10","1013","8","10","3","7","44","7","4","0","13"
"2015-11-12","900","8","58","260","W","266","Light drizzle","0.1","76","2","996","100","8","4","3","78","3","2","0","9"
"2015-11-13","900","5","48","281","W","113","Sunny","0","68","10","1016","0","5","0","-1","59","-1","3","0","6"
"2015-11-14","900","5","17","197","SSW","113","Sunny","0","47","10","1027","4","5","-5","1","24","1","2","0","8"
"2015-11-15","900","10","24","233","SW","113","Sunny","0","64","10","1025","0","10","4","7","40","7","4","0","12"
"2015-11-16","900","11","26","166","SSE","116","Partly cloudy","0","60","10","1021","47","11","3","8","41","8","4","0","11"
"2015-11-17","900","11","38","137","SE","116","Partly cloudy","0","66","10","1014","48","11","5","7","64","7","4","0","12"
"2015-11-18","900","16","60","166","SSE","296","Light rain","0.4","83","9","999","87","16","13","16","107","16","4","0","14"
"2015-11-19","900","5","46","266","W","113","Sunny","0","59","10","1013","0","5","-3","-2","60","-2","2","0","6"
"2015-11-20","900","3","29","267","W","113","Sunny","0","38","10","1026","15","3","-10","-2","37","-2","2","1.4","4"
"2015-11-21","900","2","22","95","E","338","Heavy snow","1.2","84","2","1017","100","2","0","-3","30","-3","1","12.2","1"
"2015-11-22","900","-8","15","257","WSW","113","Sunny","0","79","10","1025","14","-8","-11","-14","25","-14","2","0","-6"
"2015-11-23","900","-1","24","249","WSW","113","Sunny","0","90","10","1017","20","-1","-3","-8","37","-8","2","0","0"
"2015-11-24","900","2","7","159","SSE","116","Partly cloudy","0","84","10","1028","38","2","-1","0","12","0","2","0","2"
"2015-11-25","900","6","35","182","S","113","Sunny","0","75","10","1024","1","6","2","1","65","1","3","0","7"
"2015-11-26","900","12","31","202","SSW","266","Light drizzle","0.3","94","2","1025","100","12","11","9","56","9","3","0","13"
"2015-11-27","900","5","41","11","N","296","Light rain","1","86","9","1027","100","5","3","-1","55","-1","1","0","5"
"2015-11-28","900","3","23","43","NE","116","Partly cloudy","0","69","10","1030","27","3","-2","-1","31","-1","2","0","3"
"2015-11-29","900","3","17","58","ENE","113","Sunny","0","63","10","1029","6","3","-3","-1","23","-1","2","0","4"
"2015-11-30","900","5","27","89","E","116","Partly cloudy","0","70","10","1023","47","5","-1","0","38","0","2","0","5"
"2015-12-01","900","5","29","256","WSW","116","Partly cloudy","0","82","10","1011","35","5","2","0","39","0","2","0","5"
"2015-12-02","900","1","18","279","W","338","Heavy snow","0.6","88","2","1008","100","1","0","-3","23","-3","1","4.3","2"
"2015-12-03","900","1","20","300","WNW","119","Cloudy","0","92","10","1024","72","1","0","-4","31","-4","1","0","1"
"2015-12-04","900","2","19","243","WSW","113","Sunny","0","86","10","1034","3","2","-1","-3","30","-3","2","0","3"
"2015-12-05","900","2","16","193","SSW","113","Sunny","0","57","10","1037","2","2","-6","-3","23","-3","2","0","3"
"2015-12-06","900","4","19","205","SSW","113","Sunny","0","78","10","1028","0","4","0","0","28","0","2","0","5"
"2015-12-07","900","3","2","145","SE","116","Partly cloudy","0","86","10","1025","56","3","1","3","2","3","2","0","4"
"2015-12-08","900","5","24","199","SSW","122","Overcast","0","91","10","1015","95","5","3","0","34","0","1","0","6"
"2015-12-09","900","7","20","275","W","113","Sunny","0","88","10","1006","15","7","5","3","30","3","3","0","8"
"2015-12-10","900","9","44","190","S","116","Partly cloudy","0","76","10","1002","27","9","6","5","78","5","3","0","10"
