"trial","sim","display","feedback","totalFlow","simFlow","simPickup","simProb","predFlow","predPickup","predProb","ds"
15,4,0,1,643,"248,120,275",449,0.698289269051322,"117,298,228",473,0.735614307931571,2.32446575164795
15,4,1,0,643,"251,185,207",495,0.769828926905132,"117,298,228",473,0.735614307931571,11.2016620635986
15,4,1,1,643,"226,171,246",490,0.762052877138414,"117,298,228",473,0.735614307931571,10.6114816665649
0,5,0,0,863,"397,219,247",513,0.594438006952491,"198,375,290",563,0.652375434530707,3.94184184074402
0,5,0,1,863,"440,244,179",520,0.602549246813441,"198,375,290",563,0.652375434530707,12.3219308853149
0,5,1,0,863,"427,260,176",527,0.610660486674392,"198,375,290",563,0.652375434530707,9.8470983505249
0,5,1,1,863,"429,243,191",519,0.601390498261877,"198,375,290",563,0.652375434530707,9.08497047424316
1,5,0,0,796,"405,207,184",504,0.633165829145729,"200,337,259",547,0.687185929648241,12.6208791732788
1,5,0,1,796,"374,178,244",494,0.620603015075377,"200,337,259",547,0.687185929648241,6.5660719871521
1,5,1,0,796,"365,231,200",515,0.646984924623116,"200,337,259",547,0.687185929648241,3.81912922859192
